Article.ID,Summarize,1.1.Geography,1.1.1.Geography-Country,2.1.1.Actors.Institutions,DEPTH SCORE,4.4.1.Depth,Title,Journal,Authors,Citation,Citation.1
6714413,"this paper assesses the use and determinants of climate-change adaptation practices by farmers in Pakistan and their impact on household food security and poverty|||The contribution of this paper is threefold: Ã¯Â¬Ârst, it uses a multivariate probit to assess the determinants of choice of adaptation practices simultaneously (speciÃ¯Â¬Âcally, adjustment in sowing time, use of drought-tolerant varieties and shifting to new crops); second, it investigates the determi- nants of the number of practices used; and third, it assesses the impact of these practices on food security and poverty.|||'This study aims to assess adaptation strategies suitable for livelihood and microclimate improvement. It investigates constraints impeding farmers' efforts to cope with the adverse impacts of climate change. It also attempts to evaluate the effects of climate change on livelihood and agricultural practices. Lastly, the research again looks at the factors that influence farmers' ability to adapt to climate change in the Upper West Region of Ghana.'|||The paper identifies farmers response methods to the perceived climate change as a community.|||The article assess the factors influencing farmers' choice of climate change adaptation practices and associated impacts on household food security and poverty in Pakistan using comprehensive data from 950 farmers from its major provinces.", Asia|||Africa,Pakistan|||Ghana, Individuals or households||| National government||| Civil Society- sub-national or local,Low,"The depth of change is not explicitly stated but analyzed based on contributing factors that facilitate change in farming practices towards increasing resilience. The depth of change was indicated to be higher with higher education levels, younger heads of households and access to wealth and services. The deepest change was documented to be farm household that had adopted more than one practice.|||Shallow depth|||Limited",Assessing farmer use of climate change adaptation practices and impacts on food security and poverty in Pakistan,CLIMATE RISK MANAGEMENT,"Ali, A; Erenstein, O","Ali, A; Erenstein, O, Assessing farmer use of climate change adaptation practices and impacts on food security and poverty in Pakistan, CLIMATE RISK MANAGEMENT","Ali, A; Erenstein, O, Assessing farmer use of climate change adaptation practices and impacts on food security and poverty in Pakistan, CLIMATE RISK MANAGEMENT"
6714414,"A study on how smallholder horticultural farmers perceive the trend in climate in Ghana|||""The study examined the trend in climate in Ghana, how smallholder horticultural farmers perceive this changing climate and how they are responding to its perceived effects. A survey of 480 resource-constrained horticultural producers was conducted in two municipalities of Ghana. Descriptive analysis and Weighted Average Index were employed to rank identified adaptation strategies and challenges ... The study revealed an increasing temperature and decreasing rainfall trends in the past two decades for observed climate data in the study areas. The observed data concurred farmers' perceptions and experiences about climatic trends, which has consequences for production activities ...""|||The paper assess how horticultural farmers in two of the major horticultural producing (Keta and Nsawam Adoagyiri Municipalities) areas in Ghain  are responding to climate variability and change impacts. The study explore rainfall and temperature trends  and the perceived changes and its effects on livelihoods and finally assess constraints in implementing various adaptation measures.|||This study examined the trend in climate in Ghana, how smallholder horticultural farmers perceive this changing climate and how they are responding to its perceived effects.",Africa,Ghana - 2 municipalities|||Ghana|||West Africa, Local government||| Individuals or households,Low,Moderate rate of change|||Limited|||Changes in usually farming activites were slowly noticed|||,Adapting to changing climate through improving adaptive capacity at the local level - The case of smallholder horticultural producers in Ghana,CLIMATE RISK MANAGEMENT,"Williams, PA; Crespo, O; Abu, M","Williams, PA; Crespo, O; Abu, M, Adapting to changing climate through improving adaptive capacity at the local level - The case of smallholder horticultural producers in Ghana, CLIMATE RISK MANAGEMENT","Williams, PA; Crespo, O; Abu, M, Adapting to changing climate through improving adaptive capacity at the local level - The case of smallholder horticultural producers in Ghana, CLIMATE RISK MANAGEMENT"
6714415,"Conservation  training efforts in the Ethiopian highlands|||[not well enough linked to climate change to be sufficient]|||The conservation farming methods (landscape modification, use of improved seeds, intercropping and so on) are provided to a group of farmers in  some Kbeles of Ethiopia by an NGO, ADHENO and its effectiveness is compared with other farmers who do not receive the training.|||The study examines the effects of trainings of farmers in soil and water conservation practices, livelihoods, and land-use intensity in the Ethiopian highlands|||The study focused on the following questions: (a) did farmers use practices taught in trainings; (b) did these strategies lead to improved agricultural productivity or livelihoods; and (c) how did land-use intensity change in areas with more participation in farmer trainings?",Africa,Ethiopia|||East Africa, Civil Society- sub-national or local||| Individuals or households,Low,|||A change that has limited depth. This response is provided in a training and farmers have just got the motivation to adopt it so the depth is limited.|||Not assessed|||Business as usual,"The effects of trainings in soil and water conservation on farming practices, livelihoods, and land-use intensity in the Ethiopian highlands",LAND USE POLICY,"Chesterman, NS; Entwistle, J; Chambers, MC; Liu, HC; Agrawal, A; Brown, DG","Chesterman, NS; Entwistle, J; Chambers, MC; Liu, HC; Agrawal, A; Brown, DG, The effects of trainings in soil and water conservation on farming practices, livelihoods, and land-use intensity in the Ethiopian highlands, LAND USE POLICY","Chesterman, NS; Entwistle, J; Chambers, MC; Liu, HC; Agrawal, A; Brown, DG, The effects of trainings in soil and water conservation on farming practices, livelihoods, and land-use intensity in the Ethiopian highlands, LAND USE POLICY"
6714417,"This paper looks at adaptation practices of potato farmers in India. It finds that they apply 12 major adaptation practices and a variety of constraints -  lack of quality seeds, price fluctuation in the market, low technical knowledge about improved potato cultivation, lack of efficient transport and marketing facilities, non-availability of production inputs and lack of information about weather and climate.|||This paper attempted to analyse the adaptation practices of potato farmers against the adverse effects of climate change in Meghalaya state of North East India, their level of adaptation and also the constraints to adoption of adaptation practices.|||This article analyse the adaptation practices of potato farmers against the adverse effects of climate change in Meghalaya state of North East India, their level of adaptation and also the constraints to adoption of adaptation practices.|||This paper analyses the adaptation practices of potato farmers against the adverse effects of climate change in Meghalaya state of North East India", Asia,India, Individuals or households,Low,limited - does not seem to be anything particularly new|||Changing behavioural norms over time|||Very Limited|||Limited,"Farm level adaptation practices of potato growing farmers in East Khasi Hills district of Meghalaya, India",JOURNAL OF ENVIRONMENTAL BIOLOGY,"Kharumnuid, P; Rao, IS; Sudharani, V; Kumar, S","Kharumnuid, P; Rao, IS; Sudharani, V; Kumar, S, Farm level adaptation practices of potato growing farmers in East Khasi Hills district of Meghalaya, India, JOURNAL OF ENVIRONMENTAL BIOLOGY","Kharumnuid, P; Rao, IS; Sudharani, V; Kumar, S, Farm level adaptation practices of potato growing farmers in East Khasi Hills district of Meghalaya, India, JOURNAL OF ENVIRONMENTAL BIOLOGY"
6714418,"Employing data derived from face-to- face interviews with 50 tea estate managers in Sri Lanka, this study focuses, among other questions,  on which adaptation options are estate managers currently adopting?|||""Based on a cross-sectional survey of 50 tea estate managers representing all tea growing areas in Sri Lanka, this study analyses factors a ff ecting choice of preferred adaptation options, barriers to adaptation and associated policy implications for tea production as an example of a perennial tree crop system.""|||Adaptation to climate change in perennial cropping systems: Options, barriers and policy implications|||The paper  analyses factors affecting choice of preferred adaptation options, barriers to adaptation and associated policy implications for tea production in Sri Lanka", Asia,Sri Lanka, Private sector SMEs||| Private sector corporations,Low,limited|||expansion of existing practices rather than consideration of entirely new practices.|||limited|||Medium,"Adaptation to climate change in perennial cropping systems: Options, barriers and policy implications",ENVIRONMENTAL SCIENCE & POLICY,"Gunathilaka, RPD; Smart, JCR; Fleming, CM","Gunathilaka, RPD; Smart, JCR; Fleming, CM, Adaptation to climate change in perennial cropping systems: Options, barriers and policy implications, ENVIRONMENTAL SCIENCE & POLICY","Gunathilaka, RPD; Smart, JCR; Fleming, CM, Adaptation to climate change in perennial cropping systems: Options, barriers and policy implications, ENVIRONMENTAL SCIENCE & POLICY"
6714420,"It examines perception of rural farmers on climate change/variability and their preferred adaptation strategies|||The research assessed the climate variability/change, perception and preferred adaptation strategies among rural farmers in some selected farming communities in the Osun State of Nigeria. The findings showed that the length of farming determines the level of awareness and sensitivity of farmers to climate change, and informs the strategies they implement to cope with climate change and extreme weather events.|||This Paper aimed to examine variability/change in climate and factors determining the adaptation techniques adopted by rural farmers",Africa,Nigeria, Local government||| Individuals or households,Medium,Fairly moderate|||Greater change is anticiapted once these adaptation practices are adopted by farmers|||Radical change is noted with responses related to  plant engineering that can be considered deep structural reform,Climate variability/change and attitude to adaptation technologies: a pilot study among selected rural farmers' communities in Nigeria,GEOJOURNAL,"Ayanlade, A; Radeny, M; Akin-Onigbinde, AI","Ayanlade, A; Radeny, M; Akin-Onigbinde, AI, Climate variability/change and attitude to adaptation technologies: a pilot study among selected rural farmers' communities in Nigeria, GEOJOURNAL","Ayanlade, A; Radeny, M; Akin-Onigbinde, AI, Climate variability/change and attitude to adaptation technologies: a pilot study among selected rural farmers' communities in Nigeria, GEOJOURNAL"
6714421,"The paper documents adaptation measures adopted by farmers and the factors that influence these strategies|||This paper examines smallholder farmers' climate change adaptation  strategies in Nguru, Nigeria.|||""the objective of this study is to analyze the factors that influence smallholder farmers' decisions in the semi-arid region of Nigeria to adapt and to bridge the knowledge gap""",Africa,Nigeria, Individuals or households,Medium,"|||The majority of responses reflect in-depth change  as they reflect the incorporation of new practices (e.g. utilizing different crop varieties, diversification of crop types/livestock, implementing irrigation,  changing cropping patterns, etc.).|||Not explicitly described - inferred that only small depth of of change (adjustment in agricultural practices)","Determinants of smallholder farmers' adaptation strategies to climate change in the semi arid Nguru Local Government Area, Northeastern Nigeria",Manage. Environ. Qual.,"Yila, J.O.; Resurreccion, B.P.","Yila, J.O.; Resurreccion, B.P., Determinants of smallholder farmers' adaptation strategies to climate change in the semi arid Nguru Local Government Area, Northeastern Nigeria, Manage. Environ. Qual.","Yila, J.O.; Resurreccion, B.P., Determinants of smallholder farmers' adaptation strategies to climate change in the semi arid Nguru Local Government Area, Northeastern Nigeria, Manage. Environ. Qual."
6714422,Untapped Potential of Citizen Science in Mexican Small-Scale Fisheries|||Rain water harvesting (RWH) technology was introduced in Nepal as a climate change adaptation mechanism for sustainable crop production. This study was designed to identify factors that influence the adoption of RWH technology and its impact on farm income. The erratic nature of rainfall is the major problem for efforts to enhance agricultural productivity. RWH technology plays a vital role in enhancing the socio-economic status of rural farmers of Nepal. bout 80 percent of the cropping pattern of RWH adopters is changed after the adoption of the technology. Total revenue and income from vegetables were significantly higher than non-adopters. The study identifies problems associated with the technology adaption and warrants up-scaling through government attention.|||D, Asia,Nepal, Individuals or households,Low,Limited|||In-depth|||In depth,"Adoption and impact of rain water harvesting technology on rural livelihoods: The case of Makwanpur district, Nepal",RURAL EXTENSION AND INNOVATION SYSTEMS JOURNAL,"Adhikari, SP; Timsina, KP; Lamichhane, J","Adhikari, SP; Timsina, KP; Lamichhane, J, Adoption and impact of rain water harvesting technology on rural livelihoods: The case of Makwanpur district, Nepal, RURAL EXTENSION AND INNOVATION SYSTEMS JOURNAL","Adhikari, SP; Timsina, KP; Lamichhane, J, Adoption and impact of rain water harvesting technology on rural livelihoods: The case of Makwanpur district, Nepal, RURAL EXTENSION AND INNOVATION SYSTEMS JOURNAL"
6714423,"This paper analyzes the unintended negative impacts of agricultural adaptation measurements in Sweden and Finland and how they can have an impact over the vulnerability regaring other actors and the abailability of common pool resources|||This review paper first articulates exampels of negative outcomes of adaptation actions and categorizes them according to the framework ""for whom, where, and when"" based on interviews. The article also shares cases from a literature review on adaptation in Nordic ag.|||This study identifies unintended negative impacts of adaptation measures, drawing on a literature review and interviews with farmers and agricultural officials and experts in Sweden and Finland.|||his study identifies unintended negative impacts of adaptation measures, drawing on a literature review and interviews with farmers and agricultural officials and experts in Sweden and Finland.|||This study identifies unintended negative impacts of adaptation measures, drawing on a literature review and interviews with farmers and agricultural officials and experts in Sweden and Finland.|||his study identifies unintended negative impacts of adaptation measures, drawing on a literature review and interviews with farmers and agricultural officials and experts in Sweden and Finland.", Europe,"Sweden, Finland|||Sweden|||Finland|||Sweden and Finland", Individuals or households||| Local government||| Sub-national government||| Civil Society- sub-national or local,Low,"limited|||Limited depth, incremental changes, expansion of existing practices|||Limited|||Maladaptation risk, descriptions|||Limited|||Maladaptation risk, descriptions",Maladaptation in Nordic agriculture,CLIMATE RISK MANAGEMENT,"Neset, TS; Wirehn, L; Klein, N; Kayhko, J; Juhola, S","Neset, TS; Wirehn, L; Klein, N; Kayhko, J; Juhola, S, Maladaptation in Nordic agriculture, CLIMATE RISK MANAGEMENT","Neset, TS; Wirehn, L; Klein, N; Kayhko, J; Juhola, S, Maladaptation in Nordic agriculture, CLIMATE RISK MANAGEMENT"
6714424,"The sustainable land management (SLM) practice  like mulching/surface cover, fallowing, intercropping and farmyard manure were employed by the farm households in Nigeria for climate change adaptation.|||Document reports on various sustainable land management practices implemented by Nigerian farmers as an adaptation-related measures to combat temperature and rainfall changes.|||The study determined the sustainable land management (SLM) practices used by farm households for climate change adaptation in South East Nigeria. Findings revealed that the predominant SLM practice is mulching/surface cover and the likelihood of use of mulching significantly increases with number of years the household head spent in school by 6 percent, and increased access to climate change information increased use by 27 percent.|||study determined the sustainable land management (SLM) practices used by farm households for climate change adaptation in South East Nigeria revealing that the predominant SLM practice is mulching/surface cover and the likelihood of use of mulching significantly increases with number of years the household head spent in school by 6 percent, and increased access to climate change information increased use by 27 percent.",Africa,Nigeria|||Enugu and Ebonyi States of Southeast (Nigeria), Individuals or households,Low,"A change that has limited depth because only 38% farmers used the response for adapting to climate change effects.|||Limited depth. Reported changes do not reflect something new, novel, or different from existing practices. Responses were also identified in other regions globally.|||Not reported|||minimal",Sustainable Land Management Practices Used by Farm Households for Climate Change Adaptation in South East Nigeria,JOURNAL OF AGRICULTURAL EXTENSION,"Chukwuone, NA; Chukwuone, C; Amaechina, EC","Chukwuone, NA; Chukwuone, C; Amaechina, EC, Sustainable Land Management Practices Used by Farm Households for Climate Change Adaptation in South East Nigeria, JOURNAL OF AGRICULTURAL EXTENSION","Chukwuone, NA; Chukwuone, C; Amaechina, EC, Sustainable Land Management Practices Used by Farm Households for Climate Change Adaptation in South East Nigeria, JOURNAL OF AGRICULTURAL EXTENSION"
6714425,"Assessment of 3 different types of adaptation practices and their costs of implementation in Vermont, using an intensive study with 12 farmers.|||Responses like cover cropping, management intensive rotational grazing and Riparian Buffer Strip  are assessed among farmers for their implementation in Vermont, United States.|||This article focuses on the economic side of climate change specific best management practices among agriculture stakeholders in the state of Vermont.|||This paper examines adaptation (and mitigation) tools taken by farmers in Vermont (USA) through a program that supported climate change specific best management practices - over the course of an agricultural year, farmers that implemented these practices reported data back to the authors which allowed for a discussion about cost-benefit and appropriate adaptation practices.", North America,United States|||USA, Individuals or households||| National government||| Sub-national government||| Civil Society- sub-national or local||| Private sector SMEs||| Civil Society- international/multinational/national||| Local government,Medium,"Low to moderate change.|||Change that has limited depth in this paper.|||limited depth; CCBMPs were strictly concentrated among a group of 12 farmers and their help, which included family, friends, and employees. Crop covering, tailored rotation, and placement of riparian buffer strips, implementation of these strategies were incentivized.|||Limited evidence on depth but the goal is to expand the program to capture this",Economic Analysis of Climate Change Best Management Practices in Vermont Agriculture,AGRICULTURE-BASEL,"Helling, AP; Conner, DS; Heiss, SN; Berlin, LS","Helling, AP; Conner, DS; Heiss, SN; Berlin, LS, Economic Analysis of Climate Change Best Management Practices in Vermont Agriculture, AGRICULTURE-BASEL","Helling, AP; Conner, DS; Heiss, SN; Berlin, LS, Economic Analysis of Climate Change Best Management Practices in Vermont Agriculture, AGRICULTURE-BASEL"
6714426,"Fish farmers undertake pre-emptive adaptive responses in Thailand.|||This study is concerned with, among other things, the climate adaptation strategies of aquaculturists in Thailand", Asia,Thailand, Individuals or households,Low,limited depth as the practices represent extensions of existing methods|||shallow,"Impacts, Perceptions and Management of Climate-Related Risks to Cage Aquaculture in the Reservoirs of Northern Thailand",ENVIRONMENTAL MANAGEMENT,"Lebel, L; Lebel, P; Lebel, B","Lebel, L; Lebel, P; Lebel, B, Impacts, Perceptions and Management of Climate-Related Risks to Cage Aquaculture in the Reservoirs of Northern Thailand, ENVIRONMENTAL MANAGEMENT","Lebel, L; Lebel, P; Lebel, B, Impacts, Perceptions and Management of Climate-Related Risks to Cage Aquaculture in the Reservoirs of Northern Thailand, ENVIRONMENTAL MANAGEMENT"
6714427,A study on the role of farmer groups in livelihood adaptation of smallholder maize in Mexico|||This article focuses on the intersection between farmers' participation and and neoliberal policy reform.,North America,Mexico|||state of Veracruz, Other||| Individuals or households,Not certain / Insufficient information / Not assessed,this article does a good job of illustrating (with case-study level analyses from interviews) how the relationships and social structure operate in these communities,SOCIAL LIMITATIONS OF MAIZE FARMERS' ADAPTATION TO NEOLIBERAL POLICY REFORM IN MEXICO,LATIN AMERICAN RESEARCH REVIEW,"Groenewald, SF; Niehof, A","Groenewald, SF; Niehof, A, SOCIAL LIMITATIONS OF MAIZE FARMERS' ADAPTATION TO NEOLIBERAL POLICY REFORM IN MEXICO, LATIN AMERICAN RESEARCH REVIEW","Groenewald, SF; Niehof, A, SOCIAL LIMITATIONS OF MAIZE FARMERS' ADAPTATION TO NEOLIBERAL POLICY REFORM IN MEXICO, LATIN AMERICAN RESEARCH REVIEW"
6714428,"Structured survey of 200 farmers in India about perceptions of climate change and adaptation strategies.|||Study the perception to climate chabge, the measures adopted by farmers to cope with it and the most usefull measures to cope with it have been studied in Tamil Nadu Indian province. In concrete the adaptation to rise drought to maintain family income under drought conditions.", Asia,India, Individuals or households||| National government,Low,Limited depth of responses.|||limited depth,Indigenous knowledge about climate change: Validating the perceptions of dryland farmers in Tamil Nadu,INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE,"Varadan, RJ; Kumar, P","Varadan, RJ; Kumar, P, Indigenous knowledge about climate change: Validating the perceptions of dryland farmers in Tamil Nadu, INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE","Varadan, RJ; Kumar, P, Indigenous knowledge about climate change: Validating the perceptions of dryland farmers in Tamil Nadu, INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE"
6714429,"Most farmers in Yongqiao district are risk averse, and negatively related with adaptation strategies.|||This study examines farmers' ongoing adaption measures and the factors influencing their decisions to adapt in Yongqiao, China through a questionnaire and an economic experiment with 200 farmers.", Asia,China|||Yongqiao Distrist, Individuals or households,Low,Looked into specific relationships between risk preference and management decisions - good analysis depth-wise|||Limited depth - focused on drought,"Farmers' risk preferences and their climate change adaptation strategies in the Yongqiao District, China",LAND USE POLICY,"Jin, JJ; Gao, YW; Wang, XM; Nam, PK","Jin, JJ; Gao, YW; Wang, XM; Nam, PK, Farmers' risk preferences and their climate change adaptation strategies in the Yongqiao District, China, LAND USE POLICY","Jin, JJ; Gao, YW; Wang, XM; Nam, PK, Farmers' risk preferences and their climate change adaptation strategies in the Yongqiao District, China, LAND USE POLICY"
6714432,"In this paper, the results and abstract are presented as assessing actual adaptation strategies that were undertaken by honey producers, but the methods state that honey producers were ""presented with a list of possible adaptation measures to  indicate on a four point Likert type scale measures that were perceived effective in  adapting to climate change."" The data in the results appear to present a ranking of which possible adaptation actions would be effective, and, based on the methods, does not describe actual adaptation actions undertaken.|||this paper presents a look at what adaptation  strategies farmers think might be effective rather than actual adaptation that has taken place.|||The study examined the effectiveness and challenges in the use of indigenous climate change adaptation measures by bee farmers in Enugu State (Nigeria). It suggests that connecting farmers to relevant actors, and enacting policy will create and foster collaborative interaction for effective adaptation to climate change.|||The study examined the effectiveness and challenges in the use of indigenous climate change adaptation measures by bee farmers in Enugu State. Sixty households' heads involved in honey production were used.",Africa,"Nigeria|||Enugu State|||Enugu State, Nigeria", Individuals or households||| Local government,Low,|||Changes reflected in the study are not that new|||The adaptation strategies reported in the research are conversant among and used by many beekeepers in response to climate change.,"Indigenous Climate Change Adaptation Strategies Used by Honey Producers in Rural Commimities of Enugu State, Nigeria",JOURNAL OF AGRICULTURAL EXTENSION,"Mabel, UD; Eberechukwu, NL","Mabel, UD; Eberechukwu, NL, Indigenous Climate Change Adaptation Strategies Used by Honey Producers in Rural Commimities of Enugu State, Nigeria, JOURNAL OF AGRICULTURAL EXTENSION","Mabel, UD; Eberechukwu, NL, Indigenous Climate Change Adaptation Strategies Used by Honey Producers in Rural Commimities of Enugu State, Nigeria, JOURNAL OF AGRICULTURAL EXTENSION"
6714433,Shrimp farmers in southwest Bangladesh implement aquacultural practices to respond to climate change; climate change impacts are outpacing response|||Adaptation strategies of shrimp farmers, Asia,Bangladesh, Individuals or households,Low,limited depth|||Limited depth,Local perceptions of and adaptation to climate variability and change: the case of shrimp farming communities in the coastal region of Bangladesh,CLIMATIC CHANGE,"Shameem, MIM; Momtaz, S; Kiem, AS","Shameem, MIM; Momtaz, S; Kiem, AS, Local perceptions of and adaptation to climate variability and change: the case of shrimp farming communities in the coastal region of Bangladesh, CLIMATIC CHANGE","Shameem, MIM; Momtaz, S; Kiem, AS, Local perceptions of and adaptation to climate variability and change: the case of shrimp farming communities in the coastal region of Bangladesh, CLIMATIC CHANGE"
6714434,"This paper assesses climate change adaptation adopted by cocoyam farmers in Nigeria|||The general objective of this paper was to assess the climate change adaptation strategies used by cocoyam farmers in Southeast Nigeria. Specifically, the study described cocoyam farmer's socio-economic characteristics and examined the relationship between the cocoyam farmer's choice of adaptation measures and their socio-economic characteristics. It finds that adaptation strategies being used include use of organic manure, weeding, use of information extension agents, fallowing, multiple cropping and application of indigenous knowledge.|||The study assessed cocoyam farmers' strategies for climate change adaptation in Southeast Nigeria. Major adaptation strategies used by the cocoyam farmers in the study area included increased use of organic manure (42%), frequent weeding (10%), application of indigenous knowledge (20%), use of information from extension agents (16%), use of fallowing (9%) and application of multiple cropping (3%).|||The study assessed cocoyam farmers' strategies for climate change adaptation in Southeast Nigeria. Multi-stage sampling technique was used to select 384 respondents for the study.|||Choice of adaptation strategies used by cocoyam farmers was influenced by age, gender, location of farmer, monthly income and labour. Based on the result of the study, it was recommended that sex and location specific adaptation strategies that are within the financial status of the farmers should be emphasized.",Africa,Nigeria|||Southeast Nigeria, Individuals or households,Low,limited|||limited|||The adaptation responses reported in the study are familiar and used by many farmers in response to climate variability.|||Moderate,Socio-Economic Determinants of Cocoyam Farmer's Strategies for Climate Change Adaptation in Southeast Nigeria,JOURNAL OF AGRICULTURAL EXTENSION,"Ifeanyi-Obi, CC; Togun, AO; Lamboll, R; Arokoyu, S","Ifeanyi-Obi, CC; Togun, AO; Lamboll, R; Arokoyu, S, Socio-Economic Determinants of Cocoyam Farmer's Strategies for Climate Change Adaptation in Southeast Nigeria, JOURNAL OF AGRICULTURAL EXTENSION","Ifeanyi-Obi, CC; Togun, AO; Lamboll, R; Arokoyu, S, Socio-Economic Determinants of Cocoyam Farmer's Strategies for Climate Change Adaptation in Southeast Nigeria, JOURNAL OF AGRICULTURAL EXTENSION"
6714435,"This paper aims at understanding how smallholder farmers are adapting to drought and what shapes their vulnerabilities and ability to adapt through a gender outlook which empirically investigates the way in which people's vulnerability and adaptability are affected through a micro-scale analysis of vulnerability of men and women and  explores what enables or constrains effective adaptability of different groups in Nguru, Nigeria.|||This paper aims at understanding how smallholder farmers are adapting to drought and what shapes their vulnerabilities and ability to adapt. Considering that their capacity to adapt to climate change has been undermined not only by the natural vulnerabilities due to their geographic location but also by the social context, gender and institution that interact to influence and determine household and individual vulnerability and responses to drought in northeastern Nigeria.|||t. The resources and support inputs required for responding to climate change and variability are socially differentiated by gender, women's and men's responses to drought impacts as well as their access to adaptation resources and support differ significantly. Women are in particular unable to access the favored adaptation strategies promoted by Yobe State Agricultural Development Programme as a government support institution assigned with the responsibility of helping farm households adapt to climate change in ways that will increase their adaptive capacity.",Africa,Nigeria, Individuals or households,Low,Limited - some behavioural changes in agricultural practices|||Shallow - behavior change is evident but it is not,Gender perspectives on agricultural adaptation to climate change in drought-prone Nguru Local Government Area in the semiarid zone of northeastern Nigeria,INTERNATIONAL JOURNAL OF CLIMATE CHANGE STRATEGIES AND MANAGEMENT,"Yila, JO; Resurreccion, BP","Yila, JO; Resurreccion, BP, Gender perspectives on agricultural adaptation to climate change in drought-prone Nguru Local Government Area in the semiarid zone of northeastern Nigeria, INTERNATIONAL JOURNAL OF CLIMATE CHANGE STRATEGIES AND MANAGEMENT","Yila, JO; Resurreccion, BP, Gender perspectives on agricultural adaptation to climate change in drought-prone Nguru Local Government Area in the semiarid zone of northeastern Nigeria, INTERNATIONAL JOURNAL OF CLIMATE CHANGE STRATEGIES AND MANAGEMENT"
6714436,"To review|||The study  the need for enhanced public support for farmers to better cope with drought in maize production, particularly through improving access to irrigation", Asia,China|||Northeast Farming Region of China (NFR), Individuals or households||| Local government||| National government,Low,limited depth. The adopted mesures were limited to improvements in some of the usual practices|||Limited,Adapting maize production to drought in the Northeast Farming Region of China,EUROPEAN JOURNAL OF AGRONOMY,"Yin, XG; Olesen, JE; Wang, M; Kersebaum, KC; Chen, H; Baby, S; Ozturk, I; Chen, F","Yin, XG; Olesen, JE; Wang, M; Kersebaum, KC; Chen, H; Baby, S; Ozturk, I; Chen, F, Adapting maize production to drought in the Northeast Farming Region of China, EUROPEAN JOURNAL OF AGRONOMY","Yin, XG; Olesen, JE; Wang, M; Kersebaum, KC; Chen, H; Baby, S; Ozturk, I; Chen, F, Adapting maize production to drought in the Northeast Farming Region of China, EUROPEAN JOURNAL OF AGRONOMY"
6714439,"A study that assesses perceptions of livelihood diversification|||Diversification as an strategy to cope with disturbances (usually economic) in smallholders coffee farmers in Guatemala.|||Income diversification is explored through interviews in coffee farmers in Guatemala, however, their results point out that their income diversification activities are limited and are just nominal, that is, it is not really planned to reduce risk (farmers did not mention risk reduction as a possible cause for diversification), it seems to be just accidental (driven by their social capital, human capital, or rise of an opportunity). Farmers did not perceived risk in coffee farming and remain faithful to maintain or expand their coffee farming plots. |||this study looks at adaptation of coffee farmers in Guatemala|||crop diversification|||Building upon the idea that livelihood diversification could work as a coping mechanism to address social and climatic vulnerabilities, authors in this study aimed to understand farmers perceptions about diversification activities (including types of diversification) and considering their current production of coffee|||""In the following article, we attempt to elucidate coffee farmers' perceptions of specific diversification activities and how and why farmers perceive the benefits of these activities vis-ÃƒÂ -vis coffee production.""", Central and South America,Guatemala, Individuals or households||| Sub-national government||| Civil Society- sub-national or local,Low,shallow|||yes|||busness as usual . The perceived change was only marginal and temporal|||No discussion of depth of change |||Quite moderate|||no depth. the paper states that the diversification is really not helping farmers to reduce the risk since it is in very small scale.|||,Use and perceptions of alternative economic activities among smallholder coffee farmers in Huehuetenango and El Quich departments in Guatemala,,"Gerlicz, A.; Mndez, V.E.; Conner, D.; Baker, D.; Christel, D.","Gerlicz, A.; Mndez, V.E.; Conner, D.; Baker, D.; Christel, D., Use and perceptions of alternative economic activities among smallholder coffee farmers in Huehuetenango and El Quich departments in Guatemala, ","Gerlicz, A.; Mndez, V.E.; Conner, D.; Baker, D.; Christel, D., Use and perceptions of alternative economic activities among smallholder coffee farmers in Huehuetenango and El Quich departments in Guatemala, "
6714443,"Deals with inherent qualities of the farmers and how they perceive hazard, adaptive capacity and barriers (e.g. a ""risk appraisal"" and ""coping appraisal""). But does not deal with any actual adaptation responses.|||In this study, researchers sought to understand farmers adoption of climate change adaptation measures through the use of protection motivation theory based on a transect walk guide and semi-structured interviews.|||The present study used protection motivation theory to describe farmers' adoption of climate change adaptation measures in the Central River Region of The Gambia.|||The present study used protection motivation theory to describe farmers' adoption of climate change adaptation measures in the Central River Region of The Gambia. Primary data were collected in eight communities of the region.|||The cost of the implementation and farmers' vulnerability are factors that prevent implantation of adaptation measures. This study suggested that farmers' resilience should be improved and adaptation measures should be subsidized in order to make them more accessible to farmers.",Africa,The Gambia|||Gambia, Individuals or households,Low,"|||limited depth, business as usual|||minimal : vulnerability assessment and perception of risk with no evidence of response measure|||Moderate",Can Protection Motivation Theory Explain Farmers' Adaptation to Climate Change Decision Making in The Gambia?,CLIMATE,"Bagagnan, AR; Ouedraogo, I; Fonta, WM; Sowe, M; Wallis, A","Bagagnan, AR; Ouedraogo, I; Fonta, WM; Sowe, M; Wallis, A, Can Protection Motivation Theory Explain Farmers' Adaptation to Climate Change Decision Making in The Gambia?, CLIMATE","Bagagnan, AR; Ouedraogo, I; Fonta, WM; Sowe, M; Wallis, A, Can Protection Motivation Theory Explain Farmers' Adaptation to Climate Change Decision Making in The Gambia?, CLIMATE"
